id,ntd_id,agency_name,facility_id,facility_type,facility_name,geometry,geojson_geometry
1633,90003,San Francisco Bay Area Rapid Transit District,5388,Elevated Fixed Guideway Station,"Passenger Station, West Dublin, L20, 12000272",POINT (-121.9281 37.69976),"{'type': 'Point', 'coordinates': (-121.9281, 37.69976)}"
1634,90003,San Francisco Bay Area Rapid Transit District,5297,Parking Structure,"Parking Garage, West Dublin North, 12000350",POINT (-121.9281 37.69976),"{'type': 'Point', 'coordinates': (-121.9281, 37.69976)}"
1635,90003,San Francisco Bay Area Rapid Transit District,5298,Parking Structure,"Parking Garage, West Dublin South, 12000349",POINT (-121.9281 37.69976),"{'type': 'Point', 'coordinates': (-121.9281, 37.69976)}"
1636,90144,Livermore / Amador Valley Transit Authority,10632,Elevated Fixed Guideway Station,"West Dublin/Pleasanton, 12000272",POINT (-121.9281 37.69976),"{'type': 'Point', 'coordinates': (-121.9281, 37.69976)}"
1637,90003,San Francisco Bay Area Rapid Transit District,5288,Parking Structure,"Parking Garage, Dublin/Pleasanton, 12000351",POINT (-121.9014 37.70164),"{'type': 'Point', 'coordinates': (-121.9014, 37.70164)}"
1638,90003,San Francisco Bay Area Rapid Transit District,5333,Surface Parking Lot,"Parking Lot, Dublin/Pleasanton, 12000313",POINT (-121.9004 37.7017),"{'type': 'Point', 'coordinates': (-121.9004, 37.7017)}"
1639,90014,Alameda-Contra Costa Transit District,19585,Simple At-Grade Platform Station,SB SAN LEANDRO CIVIC CENTER,POINT (-122.1423455 37.7150656),"{'type': 'Point', 'coordinates': (-122.1423455, 37.7150656)}"
1640,90014,Alameda-Contra Costa Transit District,19582,Simple At-Grade Platform Station,NB GEORGIA WAY,POINT (-122.1423455 37.7150656),"{'type': 'Point', 'coordinates': (-122.1423455, 37.7150656)}"
1641,90014,Alameda-Contra Costa Transit District,19583,Simple At-Grade Platform Station,SB GEORGIA WAY,POINT (-122.1423455 37.7150656),"{'type': 'Point', 'coordinates': (-122.1423455, 37.7150656)}"
1642,90014,Alameda-Contra Costa Transit District,19587,Simple At-Grade Platform Station,WB DOWNTOWN SAN LEANDRO ,POINT (-122.1751802 37.7196571),"{'type': 'Point', 'coordinates': (-122.1751802, 37.7196571)}"
1643,90014,Alameda-Contra Costa Transit District,19588,Simple At-Grade Platform Station,SAN LEANDRO TRANSIT CENTER,POINT (-122.16074 37.72178),"{'type': 'Point', 'coordinates': (-122.16074, 37.72178)}"
1644,90014,Alameda-Contra Costa Transit District,19586,Simple At-Grade Platform Station,EB DOWNTOWN SAN LEANDRO ,POINT (-122.1559366 37.7220841),"{'type': 'Point', 'coordinates': (-122.1559366, 37.7220841)}"
1645,90003,San Francisco Bay Area Rapid Transit District,5351,Elevated Fixed Guideway Station,"Passenger Station, San Leandro, A40, 12000254",POINT (-122.1613 37.72262),"{'type': 'Point', 'coordinates': (-122.1613, 37.72262)}"
1646,90003,San Francisco Bay Area Rapid Transit District,5310,Surface Parking Lot,"Parking Lot, San Leandro, 12000298",POINT (-122.1613 37.72262),"{'type': 'Point', 'coordinates': (-122.1613, 37.72262)}"
1647,90014,Alameda-Contra Costa Transit District,11622,Elevated Fixed Guideway Station,"San Leandro, 12000254",POINT (-122.1613 37.72262),"{'type': 'Point', 'coordinates': (-122.1613, 37.72262)}"
1648,90003,San Francisco Bay Area Rapid Transit District,5400,Maintenance Facility (Service and Inspection),"Shop, OAC Maintenance Facility, AMPOAC9",POINT (-122.2000918 37.7283997),"{'type': 'Point', 'coordinates': (-122.2000918, 37.7283997)}"
1649,90014,Alameda-Contra Costa Transit District,115,Heavy Maintenance & Overhaul (Backshop),Central Maint,POINT (-122.1655677 37.7383855),"{'type': 'Point', 'coordinates': (-122.1655677, 37.7383855)}"
1650,90014,Alameda-Contra Costa Transit District,114,Administrative Office / Sales Office,Central Maint Admin,POINT (-122.1655677 37.7383855),"{'type': 'Point', 'coordinates': (-122.1655677, 37.7383855)}"
1651,90014,Alameda-Contra Costa Transit District,19579,Simple At-Grade Platform Station,98TH AVENUE,POINT (-122.1724399 37.7468403),"{'type': 'Point', 'coordinates': (-122.1724399, 37.7468403)}"
1652,90014,Alameda-Contra Costa Transit District,19580,Simple At-Grade Platform Station,103RD AVENUE,POINT (-122.1724399 37.7468403),"{'type': 'Point', 'coordinates': (-122.1724399, 37.7468403)}"
1653,90014,Alameda-Contra Costa Transit District,19578,Simple At-Grade Platform Station,95TH AVENUE,POINT (-122.1724399 37.7468403),"{'type': 'Point', 'coordinates': (-122.1724399, 37.7468403)}"
1654,90014,Alameda-Contra Costa Transit District,19577,Simple At-Grade Platform Station,90TH AVENUE,POINT (-122.1746552 37.7498177),"{'type': 'Point', 'coordinates': (-122.1746552, 37.7498177)}"
1655,90014,Alameda-Contra Costa Transit District,11623,Elevated Fixed Guideway Station,"Coliseum, 12000253",POINT (-122.1973 37.75401),"{'type': 'Point', 'coordinates': (-122.1973, 37.75401)}"
1656,90003,San Francisco Bay Area Rapid Transit District,5374,Elevated Fixed Guideway Station,"Passenger Station, Coliseum, A30, 12000253",POINT (-122.1973 37.75401),"{'type': 'Point', 'coordinates': (-122.1973, 37.75401)}"
1657,90003,San Francisco Bay Area Rapid Transit District,5399,Elevated Fixed Guideway Station,"Passenger Station, OAC Coliseum Station, H10, AMPOAC26",POINT (-122.1973 37.75401),"{'type': 'Point', 'coordinates': (-122.1973, 37.75401)}"
1658,90003,San Francisco Bay Area Rapid Transit District,5337,Surface Parking Lot,"Parking Lot, Coliseum, 12000297",POINT (-122.1973 37.75401),"{'type': 'Point', 'coordinates': (-122.1973, 37.75401)}"
1659,90014,Alameda-Contra Costa Transit District,19574,Simple At-Grade Platform Station,77TH AVENUE,POINT (-122.1844086 37.7579935),"{'type': 'Point', 'coordinates': (-122.1844086, 37.7579935)}"
1660,90014,Alameda-Contra Costa Transit District,19573,Simple At-Grade Platform Station,73RD AVENUE,POINT (-122.1858271 37.7585291),"{'type': 'Point', 'coordinates': (-122.1858271, 37.7585291)}"
1661,90014,Alameda-Contra Costa Transit District,19576,Simple At-Grade Platform Station,86TH AVENUE,POINT (-122.1858271 37.7585291),"{'type': 'Point', 'coordinates': (-122.1858271, 37.7585291)}"
1662,90014,Alameda-Contra Costa Transit District,19570,Simple At-Grade Platform Station,SEMINARY,POINT (-122.1858271 37.7585291),"{'type': 'Point', 'coordinates': (-122.1858271, 37.7585291)}"
1663,90014,Alameda-Contra Costa Transit District,19571,Simple At-Grade Platform Station,63RD AVENUE,POINT (-122.1858271 37.7585291),"{'type': 'Point', 'coordinates': (-122.1858271, 37.7585291)}"
1664,90014,Alameda-Contra Costa Transit District,19575,Simple At-Grade Platform Station,82ND AVENUE,POINT (-122.1858271 37.7585291),"{'type': 'Point', 'coordinates': (-122.1858271, 37.7585291)}"
1665,90014,Alameda-Contra Costa Transit District,19572,Simple At-Grade Platform Station,67TH AVENUE,POINT (-122.1858271 37.7585291),"{'type': 'Point', 'coordinates': (-122.1858271, 37.7585291)}"
1666,90014,Alameda-Contra Costa Transit District,113,Maintenance Facility (Service and Inspection),D4 Maint Bldg,POINT (-122.2044794 37.7609945),"{'type': 'Point', 'coordinates': (-122.2044794, 37.7609945)}"
1667,90014,Alameda-Contra Costa Transit District,112,Administrative Office / Sales Office,D4 Trans Bldg,POINT (-122.2044794 37.7609945),"{'type': 'Point', 'coordinates': (-122.2044794, 37.7609945)}"
1668,90014,Alameda-Contra Costa Transit District,119,Surface Parking Lot,Eastmont Mall TC,POINT (-122.1742 37.76878),"{'type': 'Point', 'coordinates': (-122.1742, 37.76878)}"
1669,90014,Alameda-Contra Costa Transit District,19569,Simple At-Grade Platform Station,54TH AVENUE,POINT (-122.2163366 37.7729941),"{'type': 'Point', 'coordinates': (-122.2163366, 37.7729941)}"
1670,90014,Alameda-Contra Costa Transit District,19568,Simple At-Grade Platform Station,48TH AVENUE,POINT (-122.2163366 37.7729941),"{'type': 'Point', 'coordinates': (-122.2163366, 37.7729941)}"
1671,90014,Alameda-Contra Costa Transit District,19562,Simple At-Grade Platform Station,24TH AVENUE,POINT (-122.2163366 37.7729941),"{'type': 'Point', 'coordinates': (-122.2163366, 37.7729941)}"
1672,90014,Alameda-Contra Costa Transit District,19563,Simple At-Grade Platform Station,28TH AVENUE,POINT (-122.2163366 37.7729941),"{'type': 'Point', 'coordinates': (-122.2163366, 37.7729941)}"
1673,90014,Alameda-Contra Costa Transit District,19564,Simple At-Grade Platform Station,31ST AVENUE,POINT (-122.2163366 37.7729941),"{'type': 'Point', 'coordinates': (-122.2163366, 37.7729941)}"
1674,90014,Alameda-Contra Costa Transit District,19565,Simple At-Grade Platform Station,FRUITVALE,POINT (-122.2163366 37.7729941),"{'type': 'Point', 'coordinates': (-122.2163366, 37.7729941)}"
1675,90014,Alameda-Contra Costa Transit District,19566,Simple At-Grade Platform Station,39TH AVENUE,POINT (-122.2163366 37.7729941),"{'type': 'Point', 'coordinates': (-122.2163366, 37.7729941)}"
1676,90014,Alameda-Contra Costa Transit District,19567,Simple At-Grade Platform Station,HIGH STREET,POINT (-122.2163366 37.7729941),"{'type': 'Point', 'coordinates': (-122.2163366, 37.7729941)}"
1677,90014,Alameda-Contra Costa Transit District,11624,Elevated Fixed Guideway Station,"Fruitvale, 12000252",POINT (-122.2243 37.77496),"{'type': 'Point', 'coordinates': (-122.2243, 37.77496)}"
1678,90003,San Francisco Bay Area Rapid Transit District,5363,Elevated Fixed Guideway Station,"Passenger Station, Fruitvale, A20, 12000252",POINT (-122.2243 37.77496),"{'type': 'Point', 'coordinates': (-122.2243, 37.77496)}"
1679,90003,San Francisco Bay Area Rapid Transit District,5284,Parking Structure,"Parking Garage, Fruitvale, 12000344",POINT (-122.2243 37.77496),"{'type': 'Point', 'coordinates': (-122.2243, 37.77496)}"
1680,90003,San Francisco Bay Area Rapid Transit District,5325,Surface Parking Lot,"Parking Lot, Fruitvale, 12000296",POINT (-122.2243 37.77496),"{'type': 'Point', 'coordinates': (-122.2243, 37.77496)}"
1681,90014,Alameda-Contra Costa Transit District,19560,Simple At-Grade Platform Station,SB 14TH AVENUE,POINT (-122.2420154 37.7857327),"{'type': 'Point', 'coordinates': (-122.2420154, 37.7857327)}"
1682,90014,Alameda-Contra Costa Transit District,19554,Simple At-Grade Platform Station,SB 2ND AVENUE,POINT (-122.2420154 37.7857327),"{'type': 'Point', 'coordinates': (-122.2420154, 37.7857327)}"
1683,90014,Alameda-Contra Costa Transit District,19556,Simple At-Grade Platform Station,SB 5TH AVENUE,POINT (-122.2420154 37.7857327),"{'type': 'Point', 'coordinates': (-122.2420154, 37.7857327)}"
1684,90014,Alameda-Contra Costa Transit District,19558,Simple At-Grade Platform Station,SB 10TH AVENUE,POINT (-122.2420154 37.7857327),"{'type': 'Point', 'coordinates': (-122.2420154, 37.7857327)}"
1685,90014,Alameda-Contra Costa Transit District,19561,Simple At-Grade Platform Station,20TH AVENUE,POINT (-122.2399715 37.7858714),"{'type': 'Point', 'coordinates': (-122.2399715, 37.7858714)}"
1686,90003,San Francisco Bay Area Rapid Transit District,19862,"Other, Administrative & Maintenance (describe in Notes)","Warehouse, Structures Warehouse at OKS, 15744357",POINT (-122.255781451427 37.7908997389859),"{'type': 'Point', 'coordinates': (-122.255781451427, 37.7908997389859)}"
1687,90003,San Francisco Bay Area Rapid Transit District,19860,"Other, Administrative & Maintenance (describe in Notes)","Warehouse, Communications Warehouse at OKS, 15744358",POINT (-122.255992395448 37.7909156001106),"{'type': 'Point', 'coordinates': (-122.255992395448, 37.7909156001106)}"
1688,90014,Alameda-Contra Costa Transit District,19559,Simple At-Grade Platform Station,NB  14TH AVENUE,POINT (-122.2432217 37.7911276),"{'type': 'Point', 'coordinates': (-122.2432217, 37.7911276)}"
1689,90003,San Francisco Bay Area Rapid Transit District,5328,General Purpose Maintenance Facility/Depot,"Shop, Oakland, 12000363",POINT (-122.2567 37.79143),"{'type': 'Point', 'coordinates': (-122.2567, 37.79143)}"
1690,90003,San Francisco Bay Area Rapid Transit District,5329,General Purpose Maintenance Facility/Depot,"Maintenance, Oakland Shop Annex, 12000536",POINT (-122.2567 37.79143),"{'type': 'Point', 'coordinates': (-122.2567, 37.79143)}"
1691,90014,Alameda-Contra Costa Transit District,19555,Simple At-Grade Platform Station,NB 5TH AVENUE,POINT (-122.2548015 37.7950878),"{'type': 'Point', 'coordinates': (-122.2548015, 37.7950878)}"
1692,90014,Alameda-Contra Costa Transit District,19557,Simple At-Grade Platform Station,NB 10TH AVENUE,POINT (-122.2450865 37.7953791),"{'type': 'Point', 'coordinates': (-122.2450865, 37.7953791)}"
1693,90014,Alameda-Contra Costa Transit District,19553,Simple At-Grade Platform Station,NB 2ND AVENUE,POINT (-122.256352 37.7979582),"{'type': 'Point', 'coordinates': (-122.256352, 37.7979582)}"
1694,90014,Alameda-Contra Costa Transit District,11629,Elevated Fixed Guideway Station,"Rockridge, 12000260",POINT (-122.2518 37.8446),"{'type': 'Point', 'coordinates': (-122.2518, 37.8446)}"
1695,90003,San Francisco Bay Area Rapid Transit District,5332,Surface Parking Lot,"Parking Lot, Rockridge, 12000304",POINT (-122.2518 37.8446),"{'type': 'Point', 'coordinates': (-122.2518, 37.8446)}"
1696,90003,San Francisco Bay Area Rapid Transit District,5370,Elevated Fixed Guideway Station,"Passenger Station, Rockridge, C10, 12000260",POINT (-122.2518 37.8446),"{'type': 'Point', 'coordinates': (-122.2518, 37.8446)}"
1697,90144,Livermore / Amador Valley Transit Authority,10631,Elevated Fixed Guideway Station,"Dublin/Pleasanton, 12000273",POINT (-121.9004 37.7017),"{'type': 'Point', 'coordinates': (-121.9004, 37.7017)}"
1698,90003,San Francisco Bay Area Rapid Transit District,5371,Elevated Fixed Guideway Station,"Passenger Station, Dublin/Pleasanton, L30, 12000273",POINT (-121.9004 37.7017),"{'type': 'Point', 'coordinates': (-121.9004, 37.7017)}"
1699,90003,San Francisco Bay Area Rapid Transit District,18498,"Other, Passenger or Parking (describe in Notes)","Park Ride, Brentwood, 12000324",POINT (-121.6988 37.93361),"{'type': 'Point', 'coordinates': (-121.6988, 37.93361)}"
1700,90003,San Francisco Bay Area Rapid Transit District,19857,General Purpose Maintenance Facility/Depot,"Maintenance, Concord Yard Car Cleaner, 15744350",POINT (-122.025102709962 37.9548965538718),"{'type': 'Point', 'coordinates': (-122.025102709962, 37.9548965538718)}"
1701,90003,San Francisco Bay Area Rapid Transit District,5274,General Purpose Maintenance Facility/Depot,"Tower, Concord Yard, 12000365",POINT (-122.0267 37.95662),"{'type': 'Point', 'coordinates': (-122.0267, 37.95662)}"
1702,90003,San Francisco Bay Area Rapid Transit District,5275,Vehicle Washing Facility,"Train Wash, Concord Yard, 12000392",POINT (-122.0267 37.95662),"{'type': 'Point', 'coordinates': (-122.0267, 37.95662)}"
1703,90003,San Francisco Bay Area Rapid Transit District,5278,Maintenance Facility (Service and Inspection),"Blow Pit, Concord Yard S&I Building, 12000385",POINT (-122.0267 37.95662),"{'type': 'Point', 'coordinates': (-122.0267, 37.95662)}"
1704,90003,San Francisco Bay Area Rapid Transit District,5276,Administrative Office / Sales Office,"Transportation Building, Concord Yard, 12000401",POINT (-122.0267 37.95662),"{'type': 'Point', 'coordinates': (-122.0267, 37.95662)}"
1705,90003,San Francisco Bay Area Rapid Transit District,5277,General Purpose Maintenance Facility/Depot,"Shop, Concord Yard Main, 12000360",POINT (-122.0267 37.95662),"{'type': 'Point', 'coordinates': (-122.0267, 37.95662)}"
1706,90003,San Francisco Bay Area Rapid Transit District,5313,Surface Parking Lot,"Parking Lot, Concord, 12000309",POINT (-122.0313 37.97372),"{'type': 'Point', 'coordinates': (-122.0313, 37.97372)}"
1707,90016,"Golden Gate Bridge, Highway and Transportation District",7873,Ferryboat Terminal,SFFT-02    TICKET OFFICE,POINT (-122.3928066 37.7952552),"{'type': 'Point', 'coordinates': (-122.3928066, 37.7952552)}"
1708,90015,City and County of San Francisco,11912,"Other, Administrative & Maintenance (describe in Notes)",Operator Restrooms,POINT (-122.4471955 37.7975283),"{'type': 'Point', 'coordinates': (-122.4471955, 37.7975283)}"
1709,90225,San Francisco Bay Area Water Emergency Transportation Authority,17620,Ferryboat Terminal,SF Downtown Terminal - Gate E,POINT (-122.4 37.8),"{'type': 'Point', 'coordinates': (-122.4, 37.8)}"
1710,90225,San Francisco Bay Area Water Emergency Transportation Authority,16986,Ferryboat Terminal,SF Downtown Terminal - Gate F,POINT (-122.4 37.8),"{'type': 'Point', 'coordinates': (-122.4, 37.8)}"
1711,90225,San Francisco Bay Area Water Emergency Transportation Authority,16987,Ferryboat Terminal,SF Downtown Terminal - Gate G,POINT (-122.4 37.8),"{'type': 'Point', 'coordinates': (-122.4, 37.8)}"
1712,90225,San Francisco Bay Area Water Emergency Transportation Authority,11215,"Other, Passenger or Parking (describe in Notes)",Pier 9 Berthing facility  - Floats and Gangways,POINT (-122.397521 37.800326),"{'type': 'Point', 'coordinates': (-122.397521, 37.800326)}"
1713,90015,City and County of San Francisco,11902,"Other, Administrative & Maintenance (describe in Notes)",Operator Restrooms,POINT (-122.4366645 37.8027173),"{'type': 'Point', 'coordinates': (-122.4366645, 37.8027173)}"
1714,90015,City and County of San Francisco,11915,"Other, Administrative & Maintenance (describe in Notes)",Operator Restrooms,POINT (-122.4254187 37.8050802),"{'type': 'Point', 'coordinates': (-122.4254187, 37.8050802)}"
1715,90015,City and County of San Francisco,11907,"Other, Administrative & Maintenance (describe in Notes)",Operator Restrooms,POINT (-122.4205838 37.8066604),"{'type': 'Point', 'coordinates': (-122.4205838, 37.8066604)}"
1716,90016,"Golden Gate Bridge, Highway and Transportation District",7748,Administrative Office / Sales Office,BR-07 TRAILER OFFICES,POINT (-122.4752 37.80722),"{'type': 'Point', 'coordinates': (-122.4752, 37.80722)}"
1717,90014,Alameda-Contra Costa Transit District,19550,Simple At-Grade Platform Station,EB HARRISON,POINT (-122.2688662 37.7985854),"{'type': 'Point', 'coordinates': (-122.2688662, 37.7985854)}"
1718,90014,Alameda-Contra Costa Transit District,19552,Simple At-Grade Platform Station,EB MADISON,POINT (-122.2654115 37.7993813),"{'type': 'Point', 'coordinates': (-122.2654115, 37.7993813)}"
1719,90014,Alameda-Contra Costa Transit District,19548,Simple At-Grade Platform Station,EB CITY CENTER,POINT (-122.2705603 37.8029377),"{'type': 'Point', 'coordinates': (-122.2705603, 37.8029377)}"
1720,90014,Alameda-Contra Costa Transit District,19547,Simple At-Grade Platform Station,WB CITY CENTER,POINT (-122.2705603 37.8029377),"{'type': 'Point', 'coordinates': (-122.2705603, 37.8029377)}"
1721,90014,Alameda-Contra Costa Transit District,11626,Underground Fixed Guideway Station,"12th St. Oakland City Center, 12000268",POINT (-122.2716 37.80366),"{'type': 'Point', 'coordinates': (-122.2716, 37.80366)}"
1722,90003,San Francisco Bay Area Rapid Transit District,5349,Underground Fixed Guideway Station,"Passenger Station, 12th St., K10, 12000268",POINT (-122.2716 37.80366),"{'type': 'Point', 'coordinates': (-122.2716, 37.80366)}"
1723,90014,Alameda-Contra Costa Transit District,19545,Simple At-Grade Platform Station,NB 14TH STREET,POINT (-122.2714242 37.8044226),"{'type': 'Point', 'coordinates': (-122.2714242, 37.8044226)}"
1724,90014,Alameda-Contra Costa Transit District,19546,Simple At-Grade Platform Station,SB 14TH STREET,POINT (-122.2714242 37.8044226),"{'type': 'Point', 'coordinates': (-122.2714242, 37.8044226)}"
1725,90003,San Francisco Bay Area Rapid Transit District,5311,Surface Parking Lot,"Parking Lot, West Oakland, 12000314",POINT (-122.2946 37.80467),"{'type': 'Point', 'coordinates': (-122.2946, 37.80467)}"
1726,90014,Alameda-Contra Costa Transit District,11630,Elevated Fixed Guideway Station,"West Oakland, 12000274",POINT (-122.2946 37.80467),"{'type': 'Point', 'coordinates': (-122.2946, 37.80467)}"
1727,90003,San Francisco Bay Area Rapid Transit District,5352,Elevated Fixed Guideway Station,"Passenger Station, West Oakland, M10, 12000274",POINT (-122.2946 37.80467),"{'type': 'Point', 'coordinates': (-122.2946, 37.80467)}"
1728,90003,San Francisco Bay Area Rapid Transit District,5356,Underground Fixed Guideway Station,"Passenger Station, 19th St., K20, 12000269",POINT (-122.269 37.80787),"{'type': 'Point', 'coordinates': (-122.269, 37.80787)}"
1729,90014,Alameda-Contra Costa Transit District,11627,Underground Fixed Guideway Station,"19th St. Oakland, 12000269",POINT (-122.269 37.80787),"{'type': 'Point', 'coordinates': (-122.269, 37.80787)}"
1730,90014,Alameda-Contra Costa Transit District,19543,Simple At-Grade Platform Station,NB UPTOWN OAKLAND,POINT (-122.270362 37.8084355),"{'type': 'Point', 'coordinates': (-122.270362, 37.8084355)}"
1731,90003,San Francisco Bay Area Rapid Transit District,5344,Revenue Collection Facility,"Administration, Cash Handling, 12000530",POINT (-122.264 37.80869),"{'type': 'Point', 'coordinates': (-122.264, 37.80869)}"
1732,90014,Alameda-Contra Costa Transit District,19544,Simple At-Grade Platform Station,SB UPTOWN OAKLAND,POINT (-122.2730781 37.8101276),"{'type': 'Point', 'coordinates': (-122.2730781, 37.8101276)}"
1733,90003,San Francisco Bay Area Rapid Transit District,18495,Administrative Office / Sales Office,"Administration, BART Headquarters, 15694869",POINT (-122.2657 37.81024),"{'type': 'Point', 'coordinates': (-122.2657, 37.81024)}"
1734,90014,Alameda-Contra Costa Transit District,19549,Simple At-Grade Platform Station,WB HARRISON,POINT (-122.2682245 37.8113159),"{'type': 'Point', 'coordinates': (-122.2682245, 37.8113159)}"
1735,90014,Alameda-Contra Costa Transit District,19551,Simple At-Grade Platform Station,WB MADISON,POINT (-122.2682245 37.8113159),"{'type': 'Point', 'coordinates': (-122.2682245, 37.8113159)}"
1736,90003,San Francisco Bay Area Rapid Transit District,5369,Elevated Fixed Guideway Station,"Passenger Station, Macarthur, K30, 12000270",POINT (-122.2672 37.82841),"{'type': 'Point', 'coordinates': (-122.2672, 37.82841)}"
1737,90016,"Golden Gate Bridge, Highway and Transportation District",7751,Surface Parking Lot,"BR-10 SERVICE VEHICLE FUELING STATION, WASH RACK, AND STORAGE LOT",POINT (-122.4752 37.80722),"{'type': 'Point', 'coordinates': (-122.4752, 37.80722)}"
1738,90016,"Golden Gate Bridge, Highway and Transportation District",7761,"Other, Passenger or Parking (describe in Notes)","BR-20 PUBLIC RESTROOMS, EAST & WEST BUS SHELTERS",POINT (-122.4752 37.80722),"{'type': 'Point', 'coordinates': (-122.4752, 37.80722)}"
1739,90016,"Golden Gate Bridge, Highway and Transportation District",7742,Administrative Office / Sales Office,BR-01     ADMINISTRATION BLDG ,POINT (-122.4752 37.80722),"{'type': 'Point', 'coordinates': (-122.4752, 37.80722)}"
1740,90015,City and County of San Francisco,11755,General Purpose Maintenance Facility/Depot,Kirkland Bus Division,POINT (-122.411411 37.807328),"{'type': 'Point', 'coordinates': (-122.411411, 37.807328)}"
1741,90015,City and County of San Francisco,17171,"Other, Administrative & Maintenance (describe in Notes)",Operator Restrooms,POINT (-122.4084915 37.8073348),"{'type': 'Point', 'coordinates': (-122.4084915, 37.8073348)}"
1742,90015,City and County of San Francisco,11910,"Other, Administrative & Maintenance (describe in Notes)",Operator Restrooms,POINT (-122.4072495 37.8074379),"{'type': 'Point', 'coordinates': (-122.4072495, 37.8074379)}"
1743,90016,"Golden Gate Bridge, Highway and Transportation District",7883,Surface Parking Lot,01 Spencer PARK AND RIDE (Caltrans),POINT (-122.4884687 37.8527067),"{'type': 'Point', 'coordinates': (-122.4884687, 37.8527067)}"
1744,90016,"Golden Gate Bridge, Highway and Transportation District",7878,Ferryboat Terminal,SSFT-01    SAUSALITO FERRY LANDING ,POINT (-122.4794125 37.8570135),"{'type': 'Point', 'coordinates': (-122.4794125, 37.8570135)}"
1745,90016,"Golden Gate Bridge, Highway and Transportation District",20035,Ferryboat Terminal,TBFT-02   ANGEL ISALAND FERRY LANDING,POINT (-122.4325682 37.860909),"{'type': 'Point', 'coordinates': (-122.4325682, 37.860909)}"
1746,90014,Alameda-Contra Costa Transit District,11633,Underground Fixed Guideway Station,"North Berkeley, 12000286",POINT (-122.2835 37.87404),"{'type': 'Point', 'coordinates': (-122.2835, 37.87404)}"
1747,90003,San Francisco Bay Area Rapid Transit District,5381,Underground Fixed Guideway Station,"Passenger Station, North Berkeley, R30, 12000286",POINT (-122.2835 37.87404),"{'type': 'Point', 'coordinates': (-122.2835, 37.87404)}"
1748,90003,San Francisco Bay Area Rapid Transit District,5335,Surface Parking Lot,"Parking Lot, El Cerrito Plaza, 12000318",POINT (-122.2993 37.90306),"{'type': 'Point', 'coordinates': (-122.2993, 37.90306)}"
1749,90014,Alameda-Contra Costa Transit District,11635,Elevated Fixed Guideway Station,"El Cerrito Plaza, 12000287",POINT (-122.2993 37.90306),"{'type': 'Point', 'coordinates': (-122.2993, 37.90306)}"
1750,90003,San Francisco Bay Area Rapid Transit District,5373,Elevated Fixed Guideway Station,"Passenger Station, El Cerrito Plaza, R40, 12000287",POINT (-122.2993 37.90306),"{'type': 'Point', 'coordinates': (-122.2993, 37.90306)}"
1751,90014,Alameda-Contra Costa Transit District,11634,Elevated Fixed Guideway Station,"El Cerrito Del Norte, 12000288",POINT (-122.3173 37.92565),"{'type': 'Point', 'coordinates': (-122.3173, 37.92565)}"
1752,90003,San Francisco Bay Area Rapid Transit District,5372,Elevated Fixed Guideway Station,"Passenger Station, El Cerrito Del Norte, R50, 12000288",POINT (-122.3173 37.92565),"{'type': 'Point', 'coordinates': (-122.3173, 37.92565)}"
1753,90003,San Francisco Bay Area Rapid Transit District,5296,Parking Structure,"Parking Garage, El Cerrito Del Norte, 12000354",POINT (-122.3173 37.92565),"{'type': 'Point', 'coordinates': (-122.3173, 37.92565)}"
1754,90016,"Golden Gate Bridge, Highway and Transportation District",7884,Surface Parking Lot,02 Manzanita PARK AND RIDE (Caltrans),POINT (-122.5171856 37.8807968),"{'type': 'Point', 'coordinates': (-122.5171856, 37.8807968)}"
1755,90016,"Golden Gate Bridge, Highway and Transportation District",7885,Surface Parking Lot,03 Pohono PARK AND RIDE (Marin County(Muir Woods Shuttle Stop?),POINT (-122.5149091 37.8810729),"{'type': 'Point', 'coordinates': (-122.5149091, 37.8810729)}"
1756,90016,"Golden Gate Bridge, Highway and Transportation District",7881,Ferryboat Terminal,TBFT-01    TIBURON FERRY LANDING (LEASED),POINT (-122.4733457 37.9024958),"{'type': 'Point', 'coordinates': (-122.4733457, 37.9024958)}"
1757,90016,"Golden Gate Bridge, Highway and Transportation District",7886,Surface Parking Lot,04 Seminary PARK AND RIDE (Caltrans),POINT (-122.5149157 37.9065644),"{'type': 'Point', 'coordinates': (-122.5149157, 37.9065644)}"
1758,90016,"Golden Gate Bridge, Highway and Transportation District",7887,Surface Parking Lot,05 Corte Madera PARK AND RIDE (Corte Madera),POINT (-122.5297295 37.9263802),"{'type': 'Point', 'coordinates': (-122.5297295, 37.9263802)}"
1759,90016,"Golden Gate Bridge, Highway and Transportation District",7856,Maintenance Facility (Service and Inspection),LFT-03 STORAGE AND INSPECTION STATION AND BILGE WATER CONTAINMENT AREA,POINT (-122.5110743 37.9434926),"{'type': 'Point', 'coordinates': (-122.5110743, 37.9434926)}"
1760,90016,"Golden Gate Bridge, Highway and Transportation District",7858,Vehicle Fueling Facility,LFT-04    FUEL TANKS 2 MILLION GAL AND FUEL PUMP HOUSE AND MATERIAL STORAGE FACILITY,POINT (-122.5110743 37.9434926),"{'type': 'Point', 'coordinates': (-122.5110743, 37.9434926)}"
1761,90016,"Golden Gate Bridge, Highway and Transportation District",7861,Surface Parking Lot,LFT-05 STORAGE LOT FOR TRANSIT OPERATIONS,POINT (-122.5110743 37.9434926),"{'type': 'Point', 'coordinates': (-122.5110743, 37.9434926)}"
